case_submitter_id,M34__strict__signed_mean_z,M34__strict__canine_pca_weighted_z,M11__strict__signed_mean_z,M11__strict__canine_pca_weighted_z,M24__strict__signed_mean_z,M24__strict__canine_pca_weighted_z,M40__strict__signed_mean_z,M40__strict__canine_pca_weighted_z
TARGET-40-PASEBY,-0.8918789593021603,-0.8733915117817752,-0.450419212095114,-0.4795247124215891,-0.5566012395008638,-0.5269976675606286,0.2405491976722088,0.3080309367477405
TARGET-40-PASEFS,1.419086360009029,1.4815537731150423,1.1035915107682417,0.9654285958597614,2.418025661290051,2.3526713436837072,1.3820524869195792,1.2401285916068705
TARGET-40-PASFCV,-1.769212414232045,-1.835878347512179,-0.1089037653279439,-0.061134721684822,0.4115332364767348,0.3025495855785466,-1.0529614636145357,-0.9571649620530472
TARGET-40-PASKZZ,0.0869642708773377,0.0592094690662856,0.396971087412836,0.3643213798098009,-0.3615349974485178,-0.3747531231516683,-0.6570644413758437,-0.6118818495431851
TARGET-40-PASNZV,-1.5084922976116208,-1.513735249428012,-0.3185989781469248,-0.3483353967506286,1.1234184287768905,1.0590146976492223,1.0929421708180285,1.0155357070379034
TARGET-40-PASRNE,-1.1920867428010635,-1.1842155513986985,0.9991451476695636,0.9649638027565666,0.3595768610624797,0.2765234212219203,-0.0209947397081885,-0.0411981078179495
TARGET-40-PASSLM,0.4843209419879442,0.4983644246300929,0.7110415630957124,0.7043802954846033,-0.2669052253399405,-0.2518114231690325,1.7859340479690629,1.784861147504055
TARGET-40-PASUUH,-0.4020772309185529,-0.555385394458095,-2.488980311645025,-2.5048346403137045,-0.9426890966390448,-0.7826728523781246,0.0373324044992261,-0.1135886349046004
TARGET-40-PASYUK,-2.617698697389028,-2.6328243713170743,-0.6263959185574826,-0.6988569429292163,-0.4284697344298743,-0.4589978022679868,-1.0901483233653813,-0.9361598276707968
TARGET-40-PATAWV,0.1315061885352418,0.1878349923727806,-0.5347398861507715,-0.5351971975711757,0.6014556957217911,0.6409471030743674,0.8495971837340142,1.2102027726176057
TARGET-40-PATEEM,-0.6221988272903449,-0.478218797765566,0.0318233581955602,-0.0717728349006701,-0.414538874851512,-0.4464632117277264,0.1182862786629602,0.2465715675306622
TARGET-40-PATJVI,-0.5577538291763291,-0.6086323650138957,0.4040916252451932,0.4525076904288045,2.308123158468703,2.238723447970662,0.0638842210833361,0.3814745506128579
TARGET-40-PATKSS,1.5353643292404926,1.5496787563242946,0.8815291783400766,0.9167620140559792,1.1785172191033089,1.1930181618339373,0.9748132036282032,0.8420863273077943
